module,class,method,params,throws
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,getImgSize,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setPlateNum,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setVehicleType,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setOwner,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setAddr,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setUseCharacter,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setModel,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setVin,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setEngineNum,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setRegisterDate,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setIssueDate,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setPlateNumB,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setRecord,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setPassengersNum,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setTotalQuality,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setPrepareQuality,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setOverallSize,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setCardPositionFront,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult$CardPosition,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setCardPositionBack,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult$CardPosition,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,setImgSize,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrDrivingResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getType,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getName,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getId,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getAddr,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getGender,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getNationality,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,getValidDate,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setType,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setName,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setAddr,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setGender,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setNationality,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,setValidDate,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrIdCardResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,getW,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,getH,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,setW,int,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,setH,int,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrImgSize,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,setLeftTop,me.chanjar.weixin.common.bean.ocr.WxOcrPos$Coordinate,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,setRightTop,me.chanjar.weixin.common.bean.ocr.WxOcrPos$Coordinate,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,setRightBottom,me.chanjar.weixin.common.bean.ocr.WxOcrPos$Coordinate,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,setLeftBottom,me.chanjar.weixin.common.bean.ocr.WxOcrPos$Coordinate,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.ocr.WxOcrPos,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,getUrl,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,getType,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,getMediaId,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,getThumbMediaId,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,getCreatedAt,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,setUrl,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,setType,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,setMediaId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,setThumbMediaId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,setCreatedAt,long,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMediaUploadResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,getErrcode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,getErrmsg,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,getImgInfo,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,setErrcode,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,setErrmsg,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,setImgInfo,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadCustomizeResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,getErrcode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,getErrmsg,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,getPicFile,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,setErrcode,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,setErrmsg,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,setPicFile,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopImageUploadResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,getMediaId,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,getTempImgUrl,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,setMediaId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,setTempImgUrl,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileCustomizeResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,getMediaId,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,getPayMediaId,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,getTempImgUrl,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,setMediaId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,setPayMediaId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,setTempImgUrl,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.result.WxMinishopPicFileResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,getId,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,getName,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,setId,int,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,setName,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.CategoryData,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,getKid,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,getName,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,getExample,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,getRule,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,setKid,int,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,setName,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,setExample,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,setRule,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateKeyword,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,getCount,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,setCount,int,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,setData,java.util.List<me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult$TemplateItem>,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.PubTemplateTitleListResult,toString,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,getPriTmplId,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,getTitle,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,getContent,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,getExample,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,getType,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,setPriTmplId,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,setTitle,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,setContent,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,setExample,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,setType,int,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,hashCode,,
weixin-java-common,me.chanjar.weixin.common.bean.subscribemsg.TemplateInfo,toString,,
weixin-java-common,me.chanjar.weixin.common.enums.TicketType,values,,
weixin-java-common,me.chanjar.weixin.common.enums.TicketType,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.enums.TicketType,getCode,,
weixin-java-common,me.chanjar.weixin.common.enums.WxType,values,,
weixin-java-common,me.chanjar.weixin.common.enums.WxType,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxChannelErrorMsgEnum,values,,
weixin-java-common,me.chanjar.weixin.common.error.WxChannelErrorMsgEnum,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxChannelErrorMsgEnum,findMsgByCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxCpErrorMsgEnum,values,,
weixin-java-common,me.chanjar.weixin.common.error.WxCpErrorMsgEnum,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxCpErrorMsgEnum,findMsgByCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxCpErrorMsgEnum,getCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxCpErrorMsgEnum,getMsg,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,fromJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxError,fromJson,"java.lang.String, me.chanjar.weixin.common.enums.WxType",
weixin-java-common,me.chanjar.weixin.common.error.WxError,toString,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,getErrorCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,getErrorMsg,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,getErrorMsgEn,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,getJson,,
weixin-java-common,me.chanjar.weixin.common.error.WxError,setErrorCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxError,setErrorMsg,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxError,setErrorMsgEn,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxError,setJson,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxError,equals,java.lang.Object,
weixin-java-common,me.chanjar.weixin.common.error.WxError,hashCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxErrorException,getError,,
weixin-java-common,me.chanjar.weixin.common.error.WxMaErrorMsgEnum,values,,
weixin-java-common,me.chanjar.weixin.common.error.WxMaErrorMsgEnum,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxMaErrorMsgEnum,findMsgByCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxMaErrorMsgEnum,getCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxMaErrorMsgEnum,getMsg,,
weixin-java-common,me.chanjar.weixin.common.error.WxMpErrorMsgEnum,values,,
weixin-java-common,me.chanjar.weixin.common.error.WxMpErrorMsgEnum,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxMpErrorMsgEnum,findMsgByCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxMpErrorMsgEnum,getCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxMpErrorMsgEnum,getMsg,,
weixin-java-common,me.chanjar.weixin.common.error.WxOpenErrorMsgEnum,values,,
weixin-java-common,me.chanjar.weixin.common.error.WxOpenErrorMsgEnum,valueOf,java.lang.String,
weixin-java-common,me.chanjar.weixin.common.error.WxOpenErrorMsgEnum,findMsgByCode,int,
weixin-java-common,me.chanjar.weixin.common.error.WxOpenErrorMsgEnum,getCode,,
weixin-java-common,me.chanjar.weixin.common.error.WxOpenErrorMsgEnum,getMsg,,
weixin-java-common,me.chanjar.weixin.common.executor.CommonUploadRequestExecutor,execute,"java.lang.String, me.chanjar.weixin.common.bean.CommonUploadParam, me.chanjar.weixin.common.util.http.ResponseHandler<java.lang.String>, me.chanjar.weixin.common.enums.WxType","me.chanjar.weixin.common.error.WxErrorException, java.io.IOException"
weixin-java-common,me.chanjar.weixin.common.executor.CommonUploadRequestExecutor,create,"me.chanjar.weixin.common.util.http.RequestHttp<?, ?>",
weixin-java-common,me.chanjar.weixin.common.executor.CommonUploadRequestExecutor,execute,"java.lang.String, java.lang.Object, me.chanjar.weixin.common.util.http.ResponseHandler, me.chanjar.weixin.common.enums.WxType","me.chanjar.weixin.common.error.WxErrorException, java.io.IOException"
weixin-java-common,me.chanjar.weixin.common.executor.CommonUploadRequestExecutorApacheImpl,execute,"java.lang.String, me.chanjar.weixin.common.bean.CommonUploadParam, me.chanjar.weixin.common.enums.WxType","me.chanjar.weixin.common.error.WxErrorException, java.io.IOException"
